Ensembl Gene ID,Alpaca Ensembl Gene ID,Human Ensembl Gene ID
ENSPFOG00000001770,ENSVPAG00000000138,ENSG00000154263
ENSPFOG00000001770,ENSVPAG00000000138,ENSG00000141338
ENSPFOG00000001770,ENSVPAG00000000138,ENSG00000154265
ENSPFOG00000001150,ENSVPAG00000011445,ENSG00000198728
ENSPFOG00000001150,ENSVPAG00000011445,ENSG00000198728
ENSPFOG00000000415,ENSVPAG00000005954,ENSG00000198856
ENSPFOG00000011503,ENSVPAG00000005776,ENSG00000133131
ENSPFOG00000011503,ENSVPAG00000005776,ENSG00000133131
ENSPFOG00000017140,ENSVPAG00000008130,ENSG00000139146
ENSPFOG00000017140,ENSVPAG00000008130,ENSG00000139146
ENSPFOG00000017302,,ENSG00000185800
ENSPFOG00000017302,,ENSG00000185800
ENSPFOG00000017302,,ENSG00000185800
ENSPFOG00000016585,,ENSG00000008838
ENSPFOG00000011944,ENSVPAG00000000254,ENSG00000110328
ENSPFOG00000008996,ENSVPAG00000006157,ENSG00000179399
ENSPFOG00000024764,ENSVPAG00000004522,ENSG00000204033
ENSPFOG00000010063,,ENSG00000090659
ENSPFOG00000010063,,ENSG00000104938
ENSPFOG00000019418,ENSVPAG00000006846,ENSG00000162885
ENSPFOG00000019418,ENSVPAG00000006846,ENSG00000162885
ENSPFOG00000014266,ENSVPAG00000001053,ENSG00000166825
ENSPFOG00000004193,ENSVPAG00000008153,ENSG00000102007
ENSPFOG00000019665,,ENSG00000060709
ENSPFOG00000007881,ENSVPAG00000006411,ENSG00000125944
ENSPFOG00000007881,ENSVPAG00000006411,ENSG00000125944
ENSPFOG00000009584,,ENSG00000197256
ENSPFOG00000009584,,ENSG00000197256
ENSPFOG00000006276,,ENSG00000155275
ENSPFOG00000013937,,ENSG00000241973
ENSPFOG00000022161,ENSVPAG00000007910,ENSG00000179913
ENSPFOG00000022161,ENSVPAG00000007910,ENSG00000179913
ENSPFOG00000013649,ENSVPAG00000006558,
ENSPFOG00000017578,ENSVPAG00000007124,ENSG00000260230
ENSPFOG00000012295,ENSVPAG00000006376,ENSG00000181585
ENSPFOG00000012295,ENSVPAG00000006376,ENSG00000181585
ENSPFOG00000018955,,ENSG00000149823
ENSPFOG00000018955,,ENSG00000149823
ENSPFOG00000011140,,ENSG00000177042
ENSPFOG00000016477,,
ENSPFOG00000016477,,
ENSPFOG00000017090,ENSVPAG00000003536,ENSG00000101596
ENSPFOG00000017090,ENSVPAG00000003534,ENSG00000101596
ENSPFOG00000000440,ENSVPAG00000005953,ENSG00000109475
ENSPFOG00000008964,ENSVPAG00000004109,ENSG00000170044
ENSPFOG00000013968,ENSVPAG00000010182,ENSG00000165195
ENSPFOG00000009485,ENSVPAG00000004642,ENSG00000086504
ENSPFOG00000009485,ENSVPAG00000004642,ENSG00000086504
ENSPFOG00000006918,ENSVPAG00000009795,ENSG00000164199
ENSPFOG00000016114,,ENSG00000142494
ENSPFOG00000016114,,ENSG00000142494
ENSPFOG00000001932,ENSVPAG00000006359,ENSG00000127527
ENSPFOG00000022158,,ENSG00000141639
ENSPFOG00000022158,,ENSG00000141639
ENSPFOG00000022158,,ENSG00000141639
ENSPFOG00000006741,,ENSG00000013725
ENSPFOG00000006741,,ENSG00000013725
ENSPFOG00000006741,,ENSG00000013725
ENSPFOG00000006741,,ENSG00000013725
ENSPFOG00000006741,,ENSG00000013725
ENSPFOG00000006741,,ENSG00000013725
ENSPFOG00000009568,ENSVPAG00000006050,ENSG00000170088
ENSPFOG00000018897,,ENSG00000088827
ENSPFOG00000018897,,ENSG00000088827
ENSPFOG00000023583,,
ENSPFOG00000016270,,ENSG00000107954
ENSPFOG00000016755,,ENSG00000172346
ENSPFOG00000004227,ENSVPAG00000008153,ENSG00000102007
ENSPFOG00000005238,ENSVPAG00000008047,ENSG00000134308
ENSPFOG00000005238,ENSVPAG00000008047,ENSG00000175793
ENSPFOG00000011558,,
ENSPFOG00000013258,ENSVPAG00000002723,ENSG00000129675
ENSPFOG00000013258,ENSVPAG00000002723,ENSG00000129675
ENSPFOG00000024830,ENSVPAG00000000769,
ENSPFOG00000007962,ENSVPAG00000006767,ENSG00000126698
ENSPFOG00000019423,ENSVPAG00000004053,ENSG00000152904
ENSPFOG00000010549,ENSVPAG00000004442,ENSG00000048162
ENSPFOG00000010088,,
ENSPFOG00000010088,,
ENSPFOG00000014014,,
ENSPFOG00000011855,,ENSG00000165689
ENSPFOG00000011855,,ENSG00000165689
ENSPFOG00000011169,,ENSG00000103066
ENSPFOG00000011169,,ENSG00000103066
ENSPFOG00000011169,,ENSG00000103066
ENSPFOG00000020543,,
ENSPFOG00000012479,ENSVPAG00000009361,ENSG00000141367
ENSPFOG00000012479,ENSVPAG00000009361,ENSG00000141367
ENSPFOG00000017168,ENSVPAG00000009175,ENSG00000170456
ENSPFOG00000002791,ENSVPAG00000008102,ENSG00000137563
ENSPFOG00000014362,,ENSG00000099937
ENSPFOG00000006583,,ENSG00000087116
ENSPFOG00000006583,,ENSG00000087116
ENSPFOG00000012519,,ENSG00000171206
ENSPFOG00000017317,,ENSG00000104814
ENSPFOG00000017535,,
ENSPFOG00000017535,,
ENSPFOG00000017535,,
ENSPFOG00000017604,ENSVPAG00000007123,ENSG00000106771
ENSPFOG00000010162,,ENSG00000187902
ENSPFOG00000010162,,ENSG00000187902
ENSPFOG00000010162,,ENSG00000187902
ENSPFOG00000010162,,ENSG00000187902
ENSPFOG00000010162,,ENSG00000187902
ENSPFOG00000010162,,ENSG00000187902
ENSPFOG00000017664,,
ENSPFOG00000017664,,
ENSPFOG00000017664,,
ENSPFOG00000017664,,
ENSPFOG00000011612,ENSVPAG00000009592,ENSG00000080561
ENSPFOG00000013440,ENSVPAG00000004130,ENSG00000156467
ENSPFOG00000013440,ENSVPAG00000004130,ENSG00000156467
ENSPFOG00000004466,,
ENSPFOG00000004466,,
ENSPFOG00000004466,,
ENSPFOG00000020411,,
ENSPFOG00000003093,,ENSG00000105137
ENSPFOG00000003093,,ENSG00000105137
ENSPFOG00000012896,,ENSG00000133243
ENSPFOG00000008330,ENSVPAG00000003471,ENSG00000116996
ENSPFOG00000008330,ENSVPAG00000003471,ENSG00000149506
ENSPFOG00000016765,ENSVPAG00000002616,ENSG00000100412
ENSPFOG00000014018,ENSVPAG00000009684,ENSG00000126010
ENSPFOG00000006935,ENSVPAG00000010292,ENSG00000104731
ENSPFOG00000010622,,ENSG00000175414
ENSPFOG00000023213,,ENSG00000105677
ENSPFOG00000011938,ENSVPAG00000001608,ENSG00000011114
ENSPFOG00000011938,ENSVPAG00000001608,ENSG00000011114
ENSPFOG00000011938,ENSVPAG00000001608,ENSG00000011114
ENSPFOG00000003662,ENSVPAG00000010897,ENSG00000113742
ENSPFOG00000003662,ENSVPAG00000010897,ENSG00000113742
ENSPFOG00000018674,ENSVPAG00000007638,ENSG00000105251
ENSPFOG00000018674,ENSVPAG00000007638,ENSG00000105251
ENSPFOG00000018674,ENSVPAG00000007638,ENSG00000105251
ENSPFOG00000009648,,
ENSPFOG00000004528,ENSVPAG00000005252,ENSG00000111879
ENSPFOG00000004528,ENSVPAG00000005252,ENSG00000111879
ENSPFOG00000000769,,
ENSPFOG00000022868,,ENSG00000278857
ENSPFOG00000022868,,ENSG00000242580
ENSPFOG00000022868,,ENSG00000242371
ENSPFOG00000022868,,ENSG00000231292
ENSPFOG00000022868,,ENSG00000242076
ENSPFOG00000022868,,ENSG00000241755
ENSPFOG00000022868,,ENSG00000233999
ENSPFOG00000022868,,ENSG00000239855
ENSPFOG00000022868,,ENSG00000244575
ENSPFOG00000022868,,ENSG00000239975
ENSPFOG00000022868,,ENSG00000239951
ENSPFOG00000022868,,ENSG00000244437
ENSPFOG00000022868,,ENSG00000243290
ENSPFOG00000022868,,ENSG00000228325
ENSPFOG00000022868,,ENSG00000240382
ENSPFOG00000022868,,ENSG00000251546
ENSPFOG00000022868,,ENSG00000211632
ENSPFOG00000006576,,ENSG00000174292
ENSPFOG00000006576,,ENSG00000174292
ENSPFOG00000018968,ENSVPAG00000005201,ENSG00000149809
ENSPFOG00000009937,ENSVPAG00000012308,ENSG00000196628
ENSPFOG00000009937,ENSVPAG00000012308,ENSG00000196628
ENSPFOG00000008036,ENSVPAG00000003491,ENSG00000176444
ENSPFOG00000005334,ENSVPAG00000008045,ENSG00000151694
ENSPFOG00000011677,ENSVPAG00000000256,ENSG00000157514
ENSPFOG00000009047,,
ENSPFOG00000009047,,
ENSPFOG00000009047,,
ENSPFOG00000014036,ENSVPAG00000010856,ENSG00000147036
ENSPFOG00000004242,,ENSG00000012211
ENSPFOG00000004242,,ENSG00000012211
ENSPFOG00000023661,,
ENSPFOG00000004753,ENSVPAG00000011605,ENSG00000162373
ENSPFOG00000004753,ENSVPAG00000011605,ENSG00000162373
ENSPFOG00000014527,,ENSG00000166548
ENSPFOG00000014527,,ENSG00000166548
ENSPFOG00000014527,,ENSG00000166548
ENSPFOG00000014527,,ENSG00000166548
ENSPFOG00000017262,ENSVPAG00000002683,ENSG00000196440
ENSPFOG00000017262,ENSVPAG00000002683,ENSG00000125962
ENSPFOG00000017262,ENSVPAG00000002683,ENSG00000198932
ENSPFOG00000017262,ENSVPAG00000002683,ENSG00000198908
ENSPFOG00000017262,ENSVPAG00000002683,ENSG00000158301
ENSPFOG00000017262,ENSVPAG00000002683,ENSG00000184867
ENSPFOG00000017262,ENSVPAG00000002683,ENSG00000198960
ENSPFOG00000017262,ENSVPAG00000002683,ENSG00000170632
ENSPFOG00000017262,ENSVPAG00000002683,ENSG00000126947
ENSPFOG00000017262,ENSVPAG00000002683,ENSG00000102401
ENSPFOG00000017262,ENSVPAG00000008172,ENSG00000196440
ENSPFOG00000017262,ENSVPAG00000008172,ENSG00000125962
ENSPFOG00000017262,ENSVPAG00000008172,ENSG00000198932
ENSPFOG00000017262,ENSVPAG00000008172,ENSG00000198908
ENSPFOG00000017262,ENSVPAG00000008172,ENSG00000158301
ENSPFOG00000017262,ENSVPAG00000008172,ENSG00000184867
ENSPFOG00000017262,ENSVPAG00000008172,ENSG00000198960
ENSPFOG00000017262,ENSVPAG00000008172,ENSG00000170632
ENSPFOG00000017262,ENSVPAG00000008172,ENSG00000126947
ENSPFOG00000017262,ENSVPAG00000008172,ENSG00000102401
ENSPFOG00000017262,ENSVPAG00000008914,ENSG00000196440
ENSPFOG00000017262,ENSVPAG00000008914,ENSG00000125962
ENSPFOG00000017262,ENSVPAG00000008914,ENSG00000198932
ENSPFOG00000017262,ENSVPAG00000008914,ENSG00000198908
ENSPFOG00000017262,ENSVPAG00000008914,ENSG00000158301
ENSPFOG00000017262,ENSVPAG00000008914,ENSG00000184867
ENSPFOG00000017262,ENSVPAG00000008914,ENSG00000198960
ENSPFOG00000017262,ENSVPAG00000008914,ENSG00000170632
ENSPFOG00000017262,ENSVPAG00000008914,ENSG00000126947
ENSPFOG00000017262,ENSVPAG00000008914,ENSG00000102401
ENSPFOG00000017262,ENSVPAG00000008314,ENSG00000196440
ENSPFOG00000017262,ENSVPAG00000008314,ENSG00000125962
ENSPFOG00000017262,ENSVPAG00000008314,ENSG00000198932
ENSPFOG00000017262,ENSVPAG00000008314,ENSG00000198908
ENSPFOG00000017262,ENSVPAG00000008314,ENSG00000158301
ENSPFOG00000017262,ENSVPAG00000008314,ENSG00000184867
ENSPFOG00000017262,ENSVPAG00000008314,ENSG00000198960
ENSPFOG00000017262,ENSVPAG00000008314,ENSG00000170632
ENSPFOG00000017262,ENSVPAG00000008314,ENSG00000126947
ENSPFOG00000017262,ENSVPAG00000008314,ENSG00000102401
ENSPFOG00000017262,ENSVPAG00000009026,ENSG00000196440
ENSPFOG00000017262,ENSVPAG00000009026,ENSG00000125962
ENSPFOG00000017262,ENSVPAG00000009026,ENSG00000198932
ENSPFOG00000017262,ENSVPAG00000009026,ENSG00000198908
ENSPFOG00000017262,ENSVPAG00000009026,ENSG00000158301
ENSPFOG00000017262,ENSVPAG00000009026,ENSG00000184867
ENSPFOG00000017262,ENSVPAG00000009026,ENSG00000198960
ENSPFOG00000017262,ENSVPAG00000009026,ENSG00000170632
ENSPFOG00000017262,ENSVPAG00000009026,ENSG00000126947
ENSPFOG00000017262,ENSVPAG00000009026,ENSG00000102401
ENSPFOG00000006138,,ENSG00000132326
ENSPFOG00000006138,,ENSG00000132326
ENSPFOG00000016096,ENSVPAG00000011461,ENSG00000157103
ENSPFOG00000022538,ENSVPAG00000011611,ENSG00000104856
ENSPFOG00000017668,,
ENSPFOG00000010102,,
ENSPFOG00000024077,,
ENSPFOG00000008838,ENSVPAG00000010979,ENSG00000136044
ENSPFOG00000007513,ENSVPAG00000009794,ENSG00000176018
ENSPFOG00000008837,ENSVPAG00000006153,ENSG00000158769
ENSPFOG00000024603,,
ENSPFOG00000013462,,ENSG00000185028
ENSPFOG00000013500,,
ENSPFOG00000017673,,ENSG00000163485
ENSPFOG00000018976,ENSVPAG00000004081,ENSG00000174871
ENSPFOG00000014391,ENSVPAG00000001732,ENSG00000113302
ENSPFOG00000009574,ENSVPAG00000007351,ENSG00000145416
ENSPFOG00000009574,ENSVPAG00000007351,ENSG00000145416
ENSPFOG00000009574,ENSVPAG00000007351,ENSG00000145416
ENSPFOG00000009574,ENSVPAG00000007351,ENSG00000145416
ENSPFOG00000008334,ENSVPAG00000007705,ENSG00000196876
ENSPFOG00000024122,,
ENSPFOG00000005593,ENSVPAG00000008044,ENSG00000134330
ENSPFOG00000002663,ENSVPAG00000008802,ENSG00000270898
ENSPFOG00000002663,ENSVPAG00000008802,ENSG00000270898
ENSPFOG00000002663,ENSVPAG00000008802,ENSG00000115239
ENSPFOG00000002663,ENSVPAG00000008802,ENSG00000115239
ENSPFOG00000009060,ENSVPAG00000004323,ENSG00000170017
ENSPFOG00000009060,ENSVPAG00000004323,ENSG00000204305
ENSPFOG00000009833,ENSVPAG00000012348,ENSG00000121892
ENSPFOG00000009833,ENSVPAG00000012348,ENSG00000121892
ENSPFOG00000017547,ENSVPAG00000008849,ENSG00000115594
ENSPFOG00000017547,ENSVPAG00000008849,ENSG00000115602
ENSPFOG00000017547,ENSVPAG00000008849,ENSG00000115598
ENSPFOG00000017547,ENSVPAG00000008850,ENSG00000115594
ENSPFOG00000017547,ENSVPAG00000008850,ENSG00000115602
ENSPFOG00000017547,ENSVPAG00000008850,ENSG00000115598
ENSPFOG00000017547,ENSVPAG00000008851,ENSG00000115594
ENSPFOG00000017547,ENSVPAG00000008851,ENSG00000115602
ENSPFOG00000017547,ENSVPAG00000008851,ENSG00000115598
ENSPFOG00000006131,,ENSG00000066230
ENSPFOG00000006131,,ENSG00000066230
ENSPFOG00000017267,,ENSG00000222011
ENSPFOG00000009701,,
ENSPFOG00000010110,,
ENSPFOG00000016814,ENSVPAG00000002614,ENSG00000100410
ENSPFOG00000013656,,ENSG00000165782
ENSPFOG00000013480,ENSVPAG00000002253,ENSG00000157259
ENSPFOG00000004591,ENSVPAG00000006302,ENSG00000171877
ENSPFOG00000011871,ENSVPAG00000009952,ENSG00000125482
ENSPFOG00000003758,ENSVPAG00000002149,ENSG00000140955
ENSPFOG00000017686,ENSVPAG00000007139,ENSG00000141429
ENSPFOG00000016563,ENSVPAG00000003024,ENSG00000049089
ENSPFOG00000022476,,
ENSPFOG00000022476,,
ENSPFOG00000008168,,
ENSPFOG00000017684,,
ENSPFOG00000011145,,ENSG00000177106
ENSPFOG00000011145,,ENSG00000177106
ENSPFOG00000010235,,
ENSPFOG00000018886,,
ENSPFOG00000010178,,ENSG00000261221
ENSPFOG00000008735,ENSVPAG00000009509,ENSG00000170439
ENSPFOG00000008735,ENSVPAG00000009509,ENSG00000185432
ENSPFOG00000008735,ENSVPAG00000010140,ENSG00000170439
ENSPFOG00000008735,ENSVPAG00000010140,ENSG00000185432
ENSPFOG00000009570,ENSVPAG00000010934,ENSG00000104853
ENSPFOG00000009093,,ENSG00000175514
ENSPFOG00000009093,,ENSG00000175514
ENSPFOG00000011207,ENSVPAG00000010927,ENSG00000213398
ENSPFOG00000000405,,
ENSPFOG00000013512,,
ENSPFOG00000013499,ENSVPAG00000004512,ENSG00000104472
ENSPFOG00000012137,ENSVPAG00000005930,ENSG00000148925
ENSPFOG00000012546,ENSVPAG00000011231,ENSG00000070526
ENSPFOG00000016191,ENSVPAG00000009053,ENSG00000070601
ENSPFOG00000014073,ENSVPAG00000010857,ENSG00000047597
ENSPFOG00000014073,ENSVPAG00000010857,ENSG00000047597
ENSPFOG00000017295,ENSVPAG00000010769,ENSG00000127951
ENSPFOG00000000777,,
ENSPFOG00000000777,,
ENSPFOG00000000777,,
ENSPFOG00000006681,,ENSG00000187838
ENSPFOG00000011151,ENSVPAG00000010241,ENSG00000088305
ENSPFOG00000009569,ENSVPAG00000007094,ENSG00000115355
ENSPFOG00000009569,ENSVPAG00000007094,ENSG00000115355
ENSPFOG00000019666,,ENSG00000184967
ENSPFOG00000011680,ENSVPAG00000002792,ENSG00000102290
ENSPFOG00000011680,ENSVPAG00000002792,ENSG00000102290
ENSPFOG00000011680,ENSVPAG00000002792,ENSG00000099715
ENSPFOG00000011680,ENSVPAG00000002792,ENSG00000099715
ENSPFOG00000009001,ENSVPAG00000003655,ENSG00000154127
ENSPFOG00000003179,ENSVPAG00000012056,ENSG00000119938
ENSPFOG00000003179,ENSVPAG00000012056,ENSG00000119938
ENSPFOG00000016821,ENSVPAG00000002612,ENSG00000167074
ENSPFOG00000007217,ENSVPAG00000004365,ENSG00000152620
ENSPFOG00000007217,ENSVPAG00000004365,ENSG00000152620
ENSPFOG00000007217,ENSVPAG00000004368,ENSG00000152620
ENSPFOG00000007217,ENSVPAG00000004368,ENSG00000152620
ENSPFOG00000000991,,ENSG00000132386
ENSPFOG00000000991,,ENSG00000132386
ENSPFOG00000011891,ENSVPAG00000001597,ENSG00000167136
ENSPFOG00000010189,,ENSG00000105516
ENSPFOG00000001320,,ENSG00000148840
ENSPFOG00000001320,,ENSG00000148840
ENSPFOG00000001320,,ENSG00000148840
ENSPFOG00000008178,,
ENSPFOG00000000988,,ENSG00000103415
ENSPFOG00000010106,,ENSG00000141837
ENSPFOG00000009743,,ENSG00000105254
ENSPFOG00000002846,ENSVPAG00000009836,ENSG00000119965
ENSPFOG00000022713,,
ENSPFOG00000013547,,
ENSPFOG00000023693,ENSVPAG00000003651,ENSG00000080572
ENSPFOG00000014417,,
ENSPFOG00000007025,,
ENSPFOG00000009817,ENSVPAG00000010644,ENSG00000173120
ENSPFOG00000009817,ENSVPAG00000010644,ENSG00000173120
ENSPFOG00000009817,ENSVPAG00000010644,ENSG00000173120
ENSPFOG00000009817,ENSVPAG00000010644,ENSG00000173120
ENSPFOG00000009817,ENSVPAG00000010644,ENSG00000173120
ENSPFOG00000009109,,
ENSPFOG00000022890,ENSVPAG00000015409,ENSG00000244734
ENSPFOG00000022890,ENSVPAG00000015409,ENSG00000223609
ENSPFOG00000022890,ENSVPAG00000015409,ENSG00000213934
ENSPFOG00000022890,ENSVPAG00000015409,ENSG00000213931
ENSPFOG00000022890,ENSVPAG00000015409,ENSG00000196565
ENSPFOG00000009657,ENSVPAG00000007348,ENSG00000198498
ENSPFOG00000009657,ENSVPAG00000007348,ENSG00000198498
ENSPFOG00000017704,,ENSG00000124772
ENSPFOG00000014091,ENSVPAG00000006367,ENSG00000165169
ENSPFOG00000000788,,
ENSPFOG00000019669,ENSVPAG00000009778,ENSG00000177192
ENSPFOG00000006786,,ENSG00000040633
ENSPFOG00000013703,ENSVPAG00000010669,ENSG00000184831
ENSPFOG00000012187,,ENSG00000189431
ENSPFOG00000006983,,
ENSPFOG00000023378,,ENSG00000105556
ENSPFOG00000023378,,ENSG00000105556
ENSPFOG00000022618,ENSVPAG00000008322,ENSG00000134824
ENSPFOG00000022618,ENSVPAG00000008322,ENSG00000221968
ENSPFOG00000022618,ENSVPAG00000003171,ENSG00000134824
ENSPFOG00000022618,ENSVPAG00000003171,ENSG00000221968
ENSPFOG00000019158,ENSVPAG00000006755,ENSG00000082212
ENSPFOG00000019158,ENSVPAG00000006755,ENSG00000082212
ENSPFOG00000006542,ENSVPAG00000000846,ENSG00000152234
ENSPFOG00000007047,ENSVPAG00000004441,ENSG00000122203
ENSPFOG00000011715,ENSVPAG00000010591,ENSG00000102271
ENSPFOG00000016834,,ENSG00000100403
ENSPFOG00000009796,,ENSG00000177045
ENSPFOG00000022248,,ENSG00000156920
ENSPFOG00000011331,,
ENSPFOG00000024139,,
ENSPFOG00000006566,ENSVPAG00000010070,ENSG00000051382
ENSPFOG00000000797,ENSVPAG00000002270,ENSG00000174405
ENSPFOG00000005369,ENSVPAG00000008568,ENSG00000111885
ENSPFOG00000011954,ENSVPAG00000001670,ENSG00000196358
ENSPFOG00000012324,,ENSG00000244607
ENSPFOG00000014545,,ENSG00000198931
ENSPFOG00000014545,,ENSG00000198931
ENSPFOG00000000165,,
ENSPFOG00000019430,ENSVPAG00000006841,ENSG00000054267
ENSPFOG00000019430,ENSVPAG00000006841,ENSG00000054267
ENSPFOG00000009826,ENSVPAG00000005694,ENSG00000125691
ENSPFOG00000006838,,ENSG00000170291
ENSPFOG00000010356,ENSVPAG00000012346,ENSG00000078140
ENSPFOG00000009144,,ENSG00000166902
ENSPFOG00000004309,,
ENSPFOG00000004309,,
ENSPFOG00000009821,,
ENSPFOG00000012196,ENSVPAG00000005288,ENSG00000187079
ENSPFOG00000011774,ENSVPAG00000003452,ENSG00000108984
ENSPFOG00000011774,ENSVPAG00000003452,ENSG00000108984
ENSPFOG00000011774,ENSVPAG00000003452,ENSG00000108984
ENSPFOG00000017301,ENSVPAG00000010153,ENSG00000187257
ENSPFOG00000017301,ENSVPAG00000010153,ENSG00000187257
ENSPFOG00000001044,,ENSG00000103415
ENSPFOG00000013504,ENSVPAG00000008083,ENSG00000155099
ENSPFOG00000008765,ENSVPAG00000010138,ENSG00000123268
ENSPFOG00000010240,ENSVPAG00000006585,ENSG00000143375
ENSPFOG00000017568,ENSVPAG00000008849,ENSG00000115594
ENSPFOG00000017568,ENSVPAG00000008849,ENSG00000115594
ENSPFOG00000017568,ENSVPAG00000008849,ENSG00000115602
ENSPFOG00000017568,ENSVPAG00000008849,ENSG00000115602
ENSPFOG00000017568,ENSVPAG00000008849,ENSG00000115598
ENSPFOG00000017568,ENSVPAG00000008849,ENSG00000115598
ENSPFOG00000017568,ENSVPAG00000008850,ENSG00000115594
ENSPFOG00000017568,ENSVPAG00000008850,ENSG00000115594
ENSPFOG00000017568,ENSVPAG00000008850,ENSG00000115602
ENSPFOG00000017568,ENSVPAG00000008850,ENSG00000115602
ENSPFOG00000017568,ENSVPAG00000008850,ENSG00000115598
ENSPFOG00000017568,ENSVPAG00000008850,ENSG00000115598
ENSPFOG00000017568,ENSVPAG00000008851,ENSG00000115594
ENSPFOG00000017568,ENSVPAG00000008851,ENSG00000115594
ENSPFOG00000017568,ENSVPAG00000008851,ENSG00000115602
ENSPFOG00000017568,ENSVPAG00000008851,ENSG00000115602
ENSPFOG00000017568,ENSVPAG00000008851,ENSG00000115598
ENSPFOG00000017568,ENSVPAG00000008851,ENSG00000115598
ENSPFOG00000011279,ENSVPAG00000008322,ENSG00000134824
ENSPFOG00000011279,ENSVPAG00000008322,ENSG00000221968
ENSPFOG00000011279,ENSVPAG00000003171,ENSG00000134824
ENSPFOG00000011279,ENSVPAG00000003171,ENSG00000221968
ENSPFOG00000019142,,ENSG00000197629
ENSPFOG00000005884,,
ENSPFOG00000024582,,ENSG00000124942
ENSPFOG00000013523,ENSVPAG00000002764,ENSG00000162704
ENSPFOG00000018126,ENSVPAG00000005647,ENSG00000140563
ENSPFOG00000018126,ENSVPAG00000005647,ENSG00000140563
ENSPFOG00000006412,,ENSG00000148600
ENSPFOG00000010404,ENSVPAG00000002027,ENSG00000163683
ENSPFOG00000009771,ENSVPAG00000015409,ENSG00000244734
ENSPFOG00000009771,ENSVPAG00000015409,ENSG00000244734
ENSPFOG00000009771,ENSVPAG00000015409,ENSG00000223609
ENSPFOG00000009771,ENSVPAG00000015409,ENSG00000223609
ENSPFOG00000009771,ENSVPAG00000015409,ENSG00000213934
ENSPFOG00000009771,ENSVPAG00000015409,ENSG00000213934
ENSPFOG00000009771,ENSVPAG00000015409,ENSG00000213931
ENSPFOG00000009771,ENSVPAG00000015409,ENSG00000213931
ENSPFOG00000009771,ENSVPAG00000015409,ENSG00000196565
ENSPFOG00000009771,ENSVPAG00000015409,ENSG00000196565
ENSPFOG00000003014,,ENSG00000130226
ENSPFOG00000013554,,ENSG00000156920
ENSPFOG00000009835,,ENSG00000011478
ENSPFOG00000000827,ENSVPAG00000002269,ENSG00000204442
ENSPFOG00000007120,ENSVPAG00000000150,ENSG00000131459
ENSPFOG00000007448,,ENSG00000119333
ENSPFOG00000017709,ENSVPAG00000000503,ENSG00000153391
ENSPFOG00000017709,ENSVPAG00000000503,ENSG00000153391
ENSPFOG00000009194,ENSVPAG00000002918,ENSG00000140830
ENSPFOG00000009509,,ENSG00000128159
ENSPFOG00000016919,,ENSG00000100401
ENSPFOG00000006992,,ENSG00000154118
ENSPFOG00000007520,ENSVPAG00000009793,ENSG00000113356
ENSPFOG00000007520,ENSVPAG00000009793,ENSG00000113356
ENSPFOG00000014584,ENSVPAG00000010584,ENSG00000167513
ENSPFOG00000022539,,ENSG00000166033
ENSPFOG00000006539,ENSVPAG00000010378,ENSG00000152463
ENSPFOG00000004811,ENSVPAG00000011606,ENSG00000162374
ENSPFOG00000004811,ENSVPAG00000011606,ENSG00000162374
ENSPFOG00000004811,ENSVPAG00000011606,ENSG00000162374
ENSPFOG00000004811,ENSVPAG00000011606,ENSG00000162374
ENSPFOG00000004811,ENSVPAG00000011606,ENSG00000162374
ENSPFOG00000009903,ENSVPAG00000012344,ENSG00000167325
ENSPFOG00000010229,ENSVPAG00000007097,ENSG00000138035
ENSPFOG00000009971,,ENSG00000172932
ENSPFOG00000014311,ENSVPAG00000001053,ENSG00000166825
ENSPFOG00000011775,ENSVPAG00000004034,ENSG00000115295
ENSPFOG00000011775,ENSVPAG00000004034,ENSG00000115295
ENSPFOG00000003810,,ENSG00000022267
ENSPFOG00000018680,,ENSG00000141934
ENSPFOG00000009520,ENSVPAG00000009509,ENSG00000170439
ENSPFOG00000009520,ENSVPAG00000009509,ENSG00000185432
ENSPFOG00000009520,ENSVPAG00000010140,ENSG00000170439
ENSPFOG00000009520,ENSVPAG00000010140,ENSG00000185432
ENSPFOG00000012393,,ENSG00000133816
ENSPFOG00000009875,,
ENSPFOG00000010220,,
ENSPFOG00000010220,,
ENSPFOG00000019436,ENSVPAG00000003980,ENSG00000173726
ENSPFOG00000009282,,ENSG00000174173
ENSPFOG00000006717,ENSVPAG00000011808,ENSG00000141622
ENSPFOG00000022576,ENSVPAG00000006012,ENSG00000164114
ENSPFOG00000011464,ENSVPAG00000009908,ENSG00000149600
ENSPFOG00000014446,ENSVPAG00000009611,ENSG00000164338
ENSPFOG00000022784,ENSVPAG00000007620,ENSG00000181061
ENSPFOG00000022784,ENSVPAG00000007620,ENSG00000280571
ENSPFOG00000022784,ENSVPAG00000002747,ENSG00000181061
ENSPFOG00000022784,ENSVPAG00000002747,ENSG00000280571
ENSPFOG00000017719,,ENSG00000261678
ENSPFOG00000004517,,
ENSPFOG00000004517,,
ENSPFOG00000010971,,ENSG00000125652
ENSPFOG00000006887,,ENSG00000175826
ENSPFOG00000020359,,
ENSPFOG00000002251,ENSVPAG00000008011,ENSG00000269058
ENSPFOG00000002251,ENSVPAG00000008011,ENSG00000269058
ENSPFOG00000017581,ENSVPAG00000008849,ENSG00000115594
ENSPFOG00000017581,ENSVPAG00000008849,ENSG00000115602
